"","speech_act","speaker_role","target_child_age_months","utterance_count","total_utterance_count","utteranceType_relFreq","utteranceType_ppc"
"543","question","Father",22,1240,6009,0.206357130970211,20.6357130970211
"544","question","Father",23,1384,6203,0.22311784620345,22.311784620345
"545","question","Father",24,3284,14586,0.22514740161799,22.514740161799
"546","question","Father",25,1723,6383,0.269935766880777,26.9935766880777
"547","question","Father",26,2039,6681,0.305193833258494,30.5193833258494
"548","question","Father",27,1391,4502,0.308973789426921,30.8973789426921
"549","question","Father",28,1702,5859,0.290493258235194,29.0493258235194
"550","question","Father",29,1633,6551,0.249274919859563,24.9274919859563
"551","question","Father",30,3668,11516,0.318513372698854,31.8513372698854
"552","question","Father",31,2232,6784,0.329009433962264,32.9009433962264
"553","question","Father",32,2051,6924,0.296216060080878,29.6216060080878
"554","question","Father",33,2703,8130,0.332472324723247,33.2472324723247
"555","question","Father",34,3697,10157,0.363985428768337,36.3985428768337
"556","question","Father",35,2319,8630,0.268713789107764,26.8713789107764
"557","question","Father",36,5818,18456,0.315236237537928,31.5236237537928
"558","question","Father",37,1819,5370,0.338733705772812,33.8733705772812
"559","question","Father",38,1631,4721,0.34547765303961,34.547765303961
"560","question","Father",39,1794,5021,0.357299342760406,35.7299342760406
"561","question","Father",40,1384,3781,0.366040729965618,36.6040729965618
"562","question","Father",41,1005,3367,0.298485298485298,29.8485298485298
"563","question","Father",42,1510,3778,0.399682371625199,39.9682371625199
"564","question","Father",43,958,2998,0.319546364242829,31.9546364242829
"565","question","Father",44,997,2594,0.384348496530455,38.4348496530455
"566","question","Father",45,829,2002,0.414085914085914,41.4085914085914
"567","question","Father",46,1296,3576,0.36241610738255,36.241610738255
"568","question","Father",47,841,2533,0.332017370706672,33.2017370706672
"569","question","Father",48,1068,3418,0.312463428905793,31.2463428905793
"570","question","Father",49,714,1800,0.396666666666667,39.6666666666667
"571","question","Father",50,1220,3888,0.313786008230453,31.3786008230453
"572","question","Father",51,1074,2480,0.433064516129032,43.3064516129032
"573","question","Father",52,1161,2934,0.395705521472393,39.5705521472393
"574","question","Father",53,328,890,0.368539325842697,36.8539325842697
"575","question","Father",54,502,1384,0.36271676300578,36.271676300578
"576","question","Father",55,206,550,0.374545454545455,37.4545454545455
"577","question","Father",56,433,1290,0.335658914728682,33.5658914728682
"578","question","Father",57,3287,12414,0.26478169808281,26.478169808281
"579","question","Father",58,429,1027,0.417721518987342,41.7721518987342
"580","question","Father",59,606,1669,0.363091671659676,36.3091671659676
"581","question","Father",60,170,467,0.364025695931477,36.4025695931477
"582","question","Father",61,270,734,0.367847411444142,36.7847411444142
"583","question","Father",62,359,885,0.405649717514124,40.5649717514124
"584","question","Father",63,298,735,0.405442176870748,40.5442176870748
"585","question","Father",64,105,574,0.182926829268293,18.2926829268293
"586","question","Father",65,50,157,0.318471337579618,31.8471337579618
"587","question","Father",66,88,357,0.246498599439776,24.6498599439776
"588","question","Father",67,46,140,0.328571428571429,32.8571428571429
"589","question","Father",68,23,82,0.280487804878049,28.0487804878049
"590","question","Father",69,137,643,0.213063763608087,21.3063763608087
"591","question","Father",70,99,337,0.293768545994065,29.3768545994065
"592","question","Father",71,10,34,0.294117647058824,29.4117647058824
"593","question","Mother",12,2210,7524,0.293726741095162,29.3726741095162
"594","question","Mother",13,2048,8264,0.247821878025169,24.7821878025169
"595","question","Mother",14,6406,25692,0.249338315428927,24.9338315428927
"596","question","Mother",15,2227,9332,0.238641234462066,23.8641234462066
"597","question","Mother",16,3160,11858,0.266486759993253,26.6486759993253
"598","question","Mother",17,4255,14924,0.285111230233181,28.5111230233181
"599","question","Mother",18,6675,21871,0.305198664898724,30.5198664898724
"600","question","Mother",19,9287,32754,0.283537888502168,28.3537888502168
"601","question","Mother",20,10532,36271,0.290369716853685,29.0369716853685
"602","question","Mother",21,9182,29635,0.309836342162983,30.9836342162983
"603","question","Mother",22,7672,26577,0.288670655077699,28.8670655077699
"604","question","Mother",23,16071,50182,0.320254274441035,32.0254274441035
