"","speaker_role","word","target_child_age_months","speech_act","count","total","rel_freq","ppt"
"28","Father","and",20,"question",45,2089,0.0215414073719483,21.5414073719483
"29","Father","and",21,"declarative",160,9936,0.0161030595813204,16.1030595813204
"30","Father","and",21,"imperative",4,203,0.0197044334975369,19.7044334975369
"31","Father","and",21,"other",45,1666,0.0270108043217287,27.0108043217287
"32","Father","and",21,"question",50,3448,0.0145011600928074,14.5011600928074
"33","Father","and",22,"declarative",260,16940,0.0153482880755608,15.3482880755608
"34","Father","and",22,"imperative",2,188,0.0106382978723404,10.6382978723404
"35","Father","and",22,"other",66,2077,0.0317766008666346,31.7766008666346
"36","Father","and",22,"question",83,5412,0.0153362897265336,15.3362897265336
"37","Father","and",23,"declarative",466,16816,0.0277117031398668,27.7117031398668
"38","Father","and",23,"imperative",17,390,0.0435897435897436,43.5897435897436
"39","Father","and",23,"other",58,1354,0.0428360413589365,42.8360413589365
"40","Father","and",23,"question",86,6154,0.0139746506337342,13.9746506337342
"41","Father","and",24,"declarative",503,31293,0.016073882337903,16.073882337903
"42","Father","and",24,"imperative",5,567,0.00881834215167548,8.81834215167548
"43","Father","and",24,"other",187,4320,0.043287037037037,43.287037037037
"44","Father","and",24,"question",155,13462,0.0115138909523102,11.5138909523102
"45","Father","and",25,"declarative",223,13594,0.0164042960129469,16.4042960129469
"46","Father","and",25,"imperative",2,416,0.00480769230769231,4.80769230769231
"47","Father","and",25,"other",64,2990,0.0214046822742475,21.4046822742475
"48","Father","and",25,"question",88,8063,0.0109140518417462,10.9140518417462
