"","speaker_role","word","target_child_age_years","speech_act","count"
"6827","Mother","and",2.83333333333333,"declarative",209
"6828","Mother","and",2.83333333333333,"imperative",2
"6829","Mother","and",2.83333333333333,"other",24
"6830","Mother","and",2.83333333333333,"question",166
"6831","Mother","and",2.83607118412047,"declarative",259
"6832","Mother","and",2.83607118412047,"imperative",1
"6833","Mother","and",2.83607118412047,"other",28
"6834","Mother","and",2.83607118412047,"question",118
"6835","Mother","and",2.8388090349076,"declarative",106
"6836","Mother","and",2.8388090349076,"imperative",3
"6837","Mother","and",2.8388090349076,"other",12
"6838","Mother","and",2.8388090349076,"question",20
"6839","Mother","and",2.84154688569473,"declarative",131
"6840","Mother","and",2.84154688569473,"other",15
"6841","Mother","and",2.84154688569473,"question",63
"6842","Mother","and",2.84428473648186,"declarative",60
"6843","Mother","and",2.84428473648186,"other",16
"6844","Mother","and",2.84428473648186,"question",37
"6845","Mother","and",2.84702258726899,"declarative",230
"6846","Mother","and",2.84702258726899,"other",29
"6847","Mother","and",2.84702258726899,"question",122
"6848","Mother","and",2.84976043805613,"declarative",216
"6849","Mother","and",2.84976043805613,"other",9
"6850","Mother","and",2.84976043805613,"question",147
"6851","Mother","and",2.85249828884326,"declarative",179
"6852","Mother","and",2.85249828884326,"other",13
"6853","Mother","and",2.85249828884326,"question",98
"6854","Mother","and",2.85523613963039,"declarative",254
"6855","Mother","and",2.85523613963039,"imperative",3
"6856","Mother","and",2.85523613963039,"other",20
"6857","Mother","and",2.85523613963039,"question",96
"6858","Mother","and",2.85797399041752,"declarative",134
"6859","Mother","and",2.85797399041752,"other",10
"6860","Mother","and",2.85797399041752,"question",92
"6861","Mother","and",2.86344969199179,"declarative",175
"6862","Mother","and",2.86344969199179,"imperative",1
"6863","Mother","and",2.86344969199179,"other",14
"6864","Mother","and",2.86344969199179,"question",89
"6865","Mother","and",2.86618754277892,"declarative",200
"6866","Mother","and",2.86618754277892,"other",4
"6867","Mother","and",2.86618754277892,"question",36
"6868","Mother","and",2.86892539356605,"declarative",173
"6869","Mother","and",2.86892539356605,"imperative",2
"6870","Mother","and",2.86892539356605,"other",8
"6871","Mother","and",2.86892539356605,"question",54
"6872","Mother","and",2.87166324435318,"declarative",113
"6873","Mother","and",2.87166324435318,"other",17
"6874","Mother","and",2.87166324435318,"question",7
"6875","Mother","and",2.87440109514031,"declarative",85
"6876","Mother","and",2.87440109514031,"other",3
"6877","Mother","and",2.87440109514031,"question",8
"6878","Mother","and",2.87713894592745,"declarative",69
"6879","Mother","and",2.87713894592745,"other",12
"6880","Mother","and",2.87713894592745,"question",20
"6881","Mother","and",2.87987679671458,"declarative",32
"6882","Mother","and",2.87987679671458,"other",1
"6883","Mother","and",2.87987679671458,"question",7
"6884","Mother","and",2.88261464750171,"declarative",104
"6885","Mother","and",2.88261464750171,"imperative",1
"6886","Mother","and",2.88261464750171,"other",30
"6887","Mother","and",2.88261464750171,"question",13
"6888","Mother","and",2.88535249828884,"declarative",8
"6889","Mother","and",2.88535249828884,"question",7
"6890","Mother","and",2.88809034907598,"declarative",9
"6891","Mother","and",2.88809034907598,"imperative",2
"6892","Mother","and",2.88809034907598,"question",5
"6893","Mother","and",2.89082819986311,"declarative",152
"6894","Mother","and",2.89082819986311,"other",10
"6895","Mother","and",2.89082819986311,"question",67
"6896","Mother","and",2.89356605065024,"declarative",190
"6897","Mother","and",2.89356605065024,"other",14
"6898","Mother","and",2.89356605065024,"question",73
"6899","Mother","and",2.89630390143737,"declarative",139
"6900","Mother","and",2.89630390143737,"imperative",1
"6901","Mother","and",2.89630390143737,"other",17
"6902","Mother","and",2.89630390143737,"question",50
"6903","Mother","and",2.8990417522245,"declarative",117
"6904","Mother","and",2.8990417522245,"other",8
"6905","Mother","and",2.8990417522245,"question",38
"6906","Mother","and",2.90177960301164,"declarative",172
"6907","Mother","and",2.90177960301164,"imperative",6
"6908","Mother","and",2.90177960301164,"other",11
"6909","Mother","and",2.90177960301164,"question",79
"6910","Mother","and",2.90451745379877,"declarative",44
"6911","Mother","and",2.90451745379877,"imperative",1
"6912","Mother","and",2.90451745379877,"question",45
"6913","Mother","and",2.9072553045859,"declarative",151
"6914","Mother","and",2.9072553045859,"other",10
"6915","Mother","and",2.9072553045859,"question",33
"6916","Mother","and",2.90999315537303,"declarative",363
"6917","Mother","and",2.90999315537303,"imperative",5
"6918","Mother","and",2.90999315537303,"other",41
"6919","Mother","and",2.90999315537303,"question",149
"6920","Mother","and",2.91273100616016,"declarative",101
"6921","Mother","and",2.91273100616016,"other",7
"6922","Mother","and",2.91273100616016,"question",63
"6923","Mother","and",2.9154688569473,"declarative",24
"6924","Mother","and",2.9154688569473,"other",3
"6925","Mother","and",2.9154688569473,"question",13
"6926","Mother","and",2.91666666666667,"declarative",331
"6927","Mother","and",2.91666666666667,"other",37
"6928","Mother","and",2.91666666666667,"question",172
"6929","Mother","and",2.9194045174538,"declarative",163
"6930","Mother","and",2.9194045174538,"imperative",5
"6931","Mother","and",2.9194045174538,"other",15
"6932","Mother","and",2.9194045174538,"question",74
"6933","Mother","and",2.92214236824093,"declarative",117
"6934","Mother","and",2.92214236824093,"other",5
"6935","Mother","and",2.92214236824093,"question",55
"6936","Mother","and",2.92488021902806,"declarative",187
"6937","Mother","and",2.92488021902806,"other",13
"6938","Mother","and",2.92488021902806,"question",73
"6939","Mother","and",2.9276180698152,"declarative",346
"6940","Mother","and",2.9276180698152,"imperative",4
"6941","Mother","and",2.9276180698152,"other",39
"6942","Mother","and",2.9276180698152,"question",143
"6943","Mother","and",2.93035592060233,"declarative",111
"6944","Mother","and",2.93035592060233,"other",8
"6945","Mother","and",2.93035592060233,"question",52
"6946","Mother","and",2.93309377138946,"declarative",344
"6947","Mother","and",2.93309377138946,"imperative",3
"6948","Mother","and",2.93309377138946,"other",28
"6949","Mother","and",2.93309377138946,"question",192
"6950","Mother","and",2.93583162217659,"declarative",114
"6951","Mother","and",2.93583162217659,"imperative",3
"6952","Mother","and",2.93583162217659,"other",17
"6953","Mother","and",2.93583162217659,"question",41
"6954","Mother","and",2.93856947296372,"declarative",49
"6955","Mother","and",2.93856947296372,"imperative",5
"6956","Mother","and",2.93856947296372,"other",15
"6957","Mother","and",2.93856947296372,"question",29
"6958","Mother","and",2.94130732375086,"declarative",53
"6959","Mother","and",2.94130732375086,"other",3
"6960","Mother","and",2.94130732375086,"question",21
"6961","Mother","and",2.94404517453799,"declarative",51
"6962","Mother","and",2.94404517453799,"other",2
"6963","Mother","and",2.94404517453799,"question",17
"6964","Mother","and",2.94678302532512,"declarative",70
"6965","Mother","and",2.94678302532512,"other",7
"6966","Mother","and",2.94678302532512,"question",19
"6967","Mother","and",2.94952087611225,"declarative",134
"6968","Mother","and",2.94952087611225,"imperative",1
"6969","Mother","and",2.94952087611225,"other",10
"6970","Mother","and",2.94952087611225,"question",78
"6971","Mother","and",2.95225872689938,"declarative",175
"6972","Mother","and",2.95225872689938,"other",34
"6973","Mother","and",2.95225872689938,"question",53
"6974","Mother","and",2.95499657768652,"declarative",258
"6975","Mother","and",2.95499657768652,"other",42
"6976","Mother","and",2.95499657768652,"question",100
"6977","Mother","and",2.95773442847365,"declarative",27
"6978","Mother","and",2.95773442847365,"question",9
"6979","Mother","and",2.96047227926078,"declarative",21
"6980","Mother","and",2.96047227926078,"other",1
"6981","Mother","and",2.96047227926078,"question",33
"6982","Mother","and",2.96321013004791,"declarative",8
"6983","Mother","and",2.96321013004791,"other",3
"6984","Mother","and",2.96321013004791,"question",2
"6985","Mother","and",2.96594798083504,"declarative",127
"6986","Mother","and",2.96594798083504,"other",9
"6987","Mother","and",2.96594798083504,"question",32
"6988","Mother","and",2.97142368240931,"declarative",179
"6989","Mother","and",2.97142368240931,"other",13
"6990","Mother","and",2.97142368240931,"question",41
"6991","Mother","and",2.97416153319644,"declarative",198
"6992","Mother","and",2.97416153319644,"imperative",1
"6993","Mother","and",2.97416153319644,"other",15
"6994","Mother","and",2.97416153319644,"question",87
"6995","Mother","and",2.97689938398357,"declarative",40
"6996","Mother","and",2.97689938398357,"imperative",2
"6997","Mother","and",2.97689938398357,"other",6
"6998","Mother","and",2.97689938398357,"question",6
"6999","Mother","and",2.9796372347707,"declarative",39
"7000","Mother","and",2.9796372347707,"imperative",1
"7001","Mother","and",2.9796372347707,"other",3
"7002","Mother","and",2.9796372347707,"question",10
"7003","Mother","and",2.98237508555784,"declarative",17
"7004","Mother","and",2.98237508555784,"question",1
"7005","Mother","and",2.98511293634497,"declarative",116
"7006","Mother","and",2.98511293634497,"other",3
"7007","Mother","and",2.98511293634497,"question",26
"7008","Mother","and",2.9878507871321,"declarative",186
"7009","Mother","and",2.9878507871321,"imperative",1
"7010","Mother","and",2.9878507871321,"other",15
"7011","Mother","and",2.9878507871321,"question",61
"7012","Mother","and",2.99058863791923,"declarative",167
"7013","Mother","and",2.99058863791923,"other",11
"7014","Mother","and",2.99058863791923,"question",48
"7015","Mother","and",2.99332648870637,"declarative",171
"7016","Mother","and",2.99332648870637,"other",21
"7017","Mother","and",2.99332648870637,"question",52
"7018","Mother","and",2.9960643394935,"declarative",17
"7019","Mother","and",2.9960643394935,"question",5
"7020","Mother","and",2.99880219028063,"declarative",8
"7021","Mother","and",2.99880219028063,"question",4
"7022","Mother","and",3,"declarative",367
"7023","Mother","and",3,"imperative",1
"7024","Mother","and",3,"other",50
"7025","Mother","and",3,"question",157
"7026","Mother","and",3.00273785078713,"declarative",191
"7027","Mother","and",3.00273785078713,"other",26
"7028","Mother","and",3.00273785078713,"question",68
"7029","Mother","and",3.00547570157426,"declarative",426
"7030","Mother","and",3.00547570157426,"imperative",11
"7031","Mother","and",3.00547570157426,"other",22
"7032","Mother","and",3.00547570157426,"question",157
"7033","Mother","and",3.0082135523614,"declarative",376
"7034","Mother","and",3.0082135523614,"other",23
"7035","Mother","and",3.0082135523614,"question",97
"7036","Mother","and",3.01095140314853,"declarative",137
"7037","Mother","and",3.01095140314853,"other",18
"7038","Mother","and",3.01095140314853,"question",61
"7039","Mother","and",3.01368925393566,"declarative",121
"7040","Mother","and",3.01368925393566,"imperative",1
"7041","Mother","and",3.01368925393566,"other",16
"7042","Mother","and",3.01368925393566,"question",77
"7043","Mother","and",3.01642710472279,"declarative",275
"7044","Mother","and",3.01642710472279,"other",12
"7045","Mother","and",3.01642710472279,"question",92
"7046","Mother","and",3.01916495550992,"declarative",85
"7047","Mother","and",3.01916495550992,"question",31
"7048","Mother","and",3.02190280629706,"declarative",186
"7049","Mother","and",3.02190280629706,"other",19
"7050","Mother","and",3.02190280629706,"question",91
"7051","Mother","and",3.02464065708419,"declarative",45
"7052","Mother","and",3.02464065708419,"other",2
"7053","Mother","and",3.02464065708419,"question",12
"7054","Mother","and",3.02737850787132,"declarative",402
"7055","Mother","and",3.02737850787132,"imperative",3
"7056","Mother","and",3.02737850787132,"other",40
"7057","Mother","and",3.02737850787132,"question",188
"7058","Mother","and",3.03011635865845,"declarative",211
"7059","Mother","and",3.03011635865845,"imperative",2
"7060","Mother","and",3.03011635865845,"other",29
"7061","Mother","and",3.03011635865845,"question",134
"7062","Mother","and",3.03285420944559,"declarative",68
"7063","Mother","and",3.03285420944559,"other",12
"7064","Mother","and",3.03285420944559,"question",39
"7065","Mother","and",3.03559206023272,"declarative",69
"7066","Mother","and",3.03559206023272,"other",5
"7067","Mother","and",3.03559206023272,"question",51
"7068","Mother","and",3.03832991101985,"declarative",111
"7069","Mother","and",3.03832991101985,"other",23
"7070","Mother","and",3.03832991101985,"question",48
"7071","Mother","and",3.04106776180698,"declarative",160
"7072","Mother","and",3.04106776180698,"imperative",1
"7073","Mother","and",3.04106776180698,"other",13
"7074","Mother","and",3.04106776180698,"question",77
"7075","Mother","and",3.04380561259411,"declarative",404
"7076","Mother","and",3.04380561259411,"imperative",1
"7077","Mother","and",3.04380561259411,"other",67
"7078","Mother","and",3.04380561259411,"question",185
"7079","Mother","and",3.04654346338125,"declarative",33
"7080","Mother","and",3.04654346338125,"imperative",1
"7081","Mother","and",3.04654346338125,"other",5
"7082","Mother","and",3.04654346338125,"question",16
"7083","Mother","and",3.04928131416838,"declarative",392
"7084","Mother","and",3.04928131416838,"other",45
"7085","Mother","and",3.04928131416838,"question",170
"7086","Mother","and",3.05201916495551,"declarative",177
"7087","Mother","and",3.05201916495551,"imperative",1
"7088","Mother","and",3.05201916495551,"other",19
"7089","Mother","and",3.05201916495551,"question",87
"7090","Mother","and",3.05475701574264,"declarative",120
"7091","Mother","and",3.05475701574264,"imperative",2
"7092","Mother","and",3.05475701574264,"other",22
"7093","Mother","and",3.05475701574264,"question",81
"7094","Mother","and",3.05749486652977,"declarative",136
"7095","Mother","and",3.05749486652977,"other",12
"7096","Mother","and",3.05749486652977,"question",70
"7097","Mother","and",3.06023271731691,"declarative",141
"7098","Mother","and",3.06023271731691,"other",20
"7099","Mother","and",3.06023271731691,"question",85
"7100","Mother","and",3.06297056810404,"declarative",168
"7101","Mother","and",3.06297056810404,"other",11
"7102","Mother","and",3.06297056810404,"question",81
"7103","Mother","and",3.06570841889117,"declarative",212
"7104","Mother","and",3.06570841889117,"imperative",1
"7105","Mother","and",3.06570841889117,"other",25
"7106","Mother","and",3.06570841889117,"question",71
"7107","Mother","and",3.0684462696783,"declarative",166
"7108","Mother","and",3.0684462696783,"other",7
"7109","Mother","and",3.0684462696783,"question",56
"7110","Mother","and",3.07118412046543,"declarative",249
"7111","Mother","and",3.07118412046543,"imperative",1
"7112","Mother","and",3.07118412046543,"other",25
"7113","Mother","and",3.07118412046543,"question",113
"7114","Mother","and",3.07392197125257,"declarative",45
"7115","Mother","and",3.07392197125257,"imperative",1
"7116","Mother","and",3.07392197125257,"other",10
"7117","Mother","and",3.07392197125257,"question",20
"7118","Mother","and",3.0766598220397,"declarative",87
"7119","Mother","and",3.0766598220397,"other",22
"7120","Mother","and",3.0766598220397,"question",27
"7121","Mother","and",3.07939767282683,"declarative",314
"7122","Mother","and",3.07939767282683,"other",16
"7123","Mother","and",3.07939767282683,"question",121
"7124","Mother","and",3.08213552361396,"declarative",119
"7125","Mother","and",3.08213552361396,"imperative",1
"7126","Mother","and",3.08213552361396,"other",9
"7127","Mother","and",3.08213552361396,"question",52
"7128","Mother","and",3.08333333333333,"declarative",314
"7129","Mother","and",3.08333333333333,"imperative",2
"7130","Mother","and",3.08333333333333,"other",15
"7131","Mother","and",3.08333333333333,"question",180
"7132","Mother","and",3.08607118412047,"declarative",153
"7133","Mother","and",3.08607118412047,"other",24
"7134","Mother","and",3.08607118412047,"question",33
"7135","Mother","and",3.0888090349076,"declarative",44
"7136","Mother","and",3.0888090349076,"imperative",2
"7137","Mother","and",3.0888090349076,"other",10
"7138","Mother","and",3.0888090349076,"question",37
"7139","Mother","and",3.09154688569473,"declarative",178
"7140","Mother","and",3.09154688569473,"other",13
"7141","Mother","and",3.09154688569473,"question",63
"7142","Mother","and",3.09428473648186,"declarative",215
"7143","Mother","and",3.09428473648186,"other",15
"7144","Mother","and",3.09428473648186,"question",71
"7145","Mother","and",3.09702258726899,"declarative",55
"7146","Mother","and",3.09702258726899,"other",2
"7147","Mother","and",3.09702258726899,"question",32
"7148","Mother","and",3.09976043805613,"declarative",111
"7149","Mother","and",3.09976043805613,"other",20
"7150","Mother","and",3.09976043805613,"question",53
"7151","Mother","and",3.10249828884326,"declarative",16
"7152","Mother","and",3.10249828884326,"question",15
"7153","Mother","and",3.10797399041752,"declarative",4
"7154","Mother","and",3.10797399041752,"question",2
"7155","Mother","and",3.11071184120465,"declarative",3
"7156","Mother","and",3.11071184120465,"question",1
"7157","Mother","and",3.11344969199179,"declarative",13
"7158","Mother","and",3.11344969199179,"question",1
"7159","Mother","and",3.11618754277892,"declarative",211
"7160","Mother","and",3.11618754277892,"imperative",2
"7161","Mother","and",3.11618754277892,"other",19
"7162","Mother","and",3.11618754277892,"question",77
"7163","Mother","and",3.11892539356605,"declarative",168
"7164","Mother","and",3.11892539356605,"other",25
"7165","Mother","and",3.11892539356605,"question",60
"7166","Mother","and",3.12166324435318,"declarative",115
"7167","Mother","and",3.12166324435318,"imperative",2
"7168","Mother","and",3.12166324435318,"other",11
"7169","Mother","and",3.12166324435318,"question",55
"7170","Mother","and",3.12440109514031,"declarative",160
"7171","Mother","and",3.12440109514031,"other",17
"7172","Mother","and",3.12440109514031,"question",53
"7173","Mother","and",3.12713894592745,"declarative",33
"7174","Mother","and",3.12713894592745,"other",1
"7175","Mother","and",3.12713894592745,"question",27
"7176","Mother","and",3.12987679671458,"declarative",14
"7177","Mother","and",3.12987679671458,"question",1
"7178","Mother","and",3.13261464750171,"declarative",9
"7179","Mother","and",3.13261464750171,"question",2
"7180","Mother","and",3.13535249828884,"declarative",189
"7181","Mother","and",3.13535249828884,"other",16
"7182","Mother","and",3.13535249828884,"question",50
"7183","Mother","and",3.13809034907598,"declarative",7
"7184","Mother","and",3.13809034907598,"other",1
"7185","Mother","and",3.14082819986311,"declarative",211
"7186","Mother","and",3.14082819986311,"other",12
"7187","Mother","and",3.14082819986311,"question",76
"7188","Mother","and",3.14356605065024,"declarative",97
"7189","Mother","and",3.14356605065024,"other",7
"7190","Mother","and",3.14356605065024,"question",26
"7191","Mother","and",3.14630390143737,"declarative",91
"7192","Mother","and",3.14630390143737,"other",4
"7193","Mother","and",3.14630390143737,"question",26
"7194","Mother","and",3.1490417522245,"declarative",10
"7195","Mother","and",3.1490417522245,"question",2
"7196","Mother","and",3.15177960301164,"declarative",91
"7197","Mother","and",3.15177960301164,"other",5
"7198","Mother","and",3.15177960301164,"question",14
"7199","Mother","and",3.15451745379877,"declarative",122
"7200","Mother","and",3.15451745379877,"imperative",1
"7201","Mother","and",3.15451745379877,"other",5
"7202","Mother","and",3.15451745379877,"question",68
"7203","Mother","and",3.1572553045859,"declarative",135
"7204","Mother","and",3.1572553045859,"imperative",2
"7205","Mother","and",3.1572553045859,"other",32
"7206","Mother","and",3.1572553045859,"question",29
"7207","Mother","and",3.15999315537303,"declarative",65
"7208","Mother","and",3.15999315537303,"other",8
"7209","Mother","and",3.15999315537303,"question",49
"7210","Mother","and",3.16273100616016,"declarative",14
"7211","Mother","and",3.16273100616016,"question",26
"7212","Mother","and",3.1654688569473,"declarative",137
"7213","Mother","and",3.1654688569473,"other",18
"7214","Mother","and",3.1654688569473,"question",39
"7215","Mother","and",3.16666666666667,"declarative",36
"7216","Mother","and",3.16666666666667,"imperative",2
"7217","Mother","and",3.16666666666667,"other",1
"7218","Mother","and",3.16666666666667,"question",15
"7219","Mother","and",3.1694045174538,"declarative",5
"7220","Mother","and",3.1694045174538,"question",2
"7221","Mother","and",3.17214236824093,"declarative",99
"7222","Mother","and",3.17214236824093,"other",14
"7223","Mother","and",3.17214236824093,"question",37
"7224","Mother","and",3.17488021902806,"declarative",199
"7225","Mother","and",3.17488021902806,"other",19
"7226","Mother","and",3.17488021902806,"question",43
"7227","Mother","and",3.1776180698152,"declarative",165
"7228","Mother","and",3.1776180698152,"imperative",1
"7229","Mother","and",3.1776180698152,"other",8
"7230","Mother","and",3.1776180698152,"question",79
"7231","Mother","and",3.18035592060233,"declarative",1
"7232","Mother","and",3.18035592060233,"question",1
"7233","Mother","and",3.18309377138946,"declarative",89
"7234","Mother","and",3.18309377138946,"other",7
"7235","Mother","and",3.18309377138946,"question",21
"7236","Mother","and",3.18583162217659,"declarative",2
"7237","Mother","and",3.19130732375086,"declarative",107
"7238","Mother","and",3.19130732375086,"imperative",4
"7239","Mother","and",3.19130732375086,"other",13
"7240","Mother","and",3.19130732375086,"question",52
"7241","Mother","and",3.19404517453799,"declarative",118
"7242","Mother","and",3.19404517453799,"imperative",2
"7243","Mother","and",3.19404517453799,"other",8
"7244","Mother","and",3.19404517453799,"question",37
"7245","Mother","and",3.19678302532512,"declarative",110
"7246","Mother","and",3.19678302532512,"imperative",1
"7247","Mother","and",3.19678302532512,"other",7
"7248","Mother","and",3.19678302532512,"question",39
"7249","Mother","and",3.19952087611225,"declarative",63
"7250","Mother","and",3.19952087611225,"other",3
"7251","Mother","and",3.19952087611225,"question",35
"7252","Mother","and",3.20225872689938,"declarative",1
"7253","Mother","and",3.20499657768652,"declarative",21
"7254","Mother","and",3.20499657768652,"imperative",2
"7255","Mother","and",3.20499657768652,"other",5
"7256","Mother","and",3.20499657768652,"question",5
"7257","Mother","and",3.21047227926078,"declarative",55
"7258","Mother","and",3.21047227926078,"other",3
"7259","Mother","and",3.21047227926078,"question",19
"7260","Mother","and",3.21594798083504,"declarative",190
"7261","Mother","and",3.21594798083504,"other",8
"7262","Mother","and",3.21594798083504,"question",61
"7263","Mother","and",3.21868583162218,"declarative",145
"7264","Mother","and",3.21868583162218,"imperative",1
"7265","Mother","and",3.21868583162218,"other",27
"7266","Mother","and",3.21868583162218,"question",38
"7267","Mother","and",3.22416153319644,"declarative",99
"7268","Mother","and",3.22416153319644,"other",22
"7269","Mother","and",3.22416153319644,"question",22
"7270","Mother","and",3.2296372347707,"declarative",8
"7271","Mother","and",3.2296372347707,"question",7
"7272","Mother","and",3.23237508555784,"declarative",97
"7273","Mother","and",3.23237508555784,"other",10
"7274","Mother","and",3.23237508555784,"question",43
"7275","Mother","and",3.2378507871321,"declarative",15
"7276","Mother","and",3.2378507871321,"other",1
"7277","Mother","and",3.2378507871321,"question",10
"7278","Mother","and",3.24058863791923,"declarative",1
"7279","Mother","and",3.24332648870637,"declarative",13
"7280","Mother","and",3.24332648870637,"question",1
"7281","Mother","and",3.2460643394935,"declarative",3
"7282","Mother","and",3.2460643394935,"other",1
"7283","Mother","and",3.2460643394935,"question",1
"7284","Mother","and",3.24880219028063,"declarative",21
"7285","Mother","and",3.24880219028063,"other",2
"7286","Mother","and",3.24880219028063,"question",6
"7287","Mother","and",3.25,"declarative",281
"7288","Mother","and",3.25,"imperative",1
"7289","Mother","and",3.25,"other",34
"7290","Mother","and",3.25,"question",129
"7291","Mother","and",3.25273785078713,"declarative",70
"7292","Mother","and",3.25273785078713,"imperative",1
"7293","Mother","and",3.25273785078713,"other",7
"7294","Mother","and",3.25273785078713,"question",33
"7295","Mother","and",3.25547570157426,"declarative",75
"7296","Mother","and",3.25547570157426,"imperative",1
"7297","Mother","and",3.25547570157426,"other",7
"7298","Mother","and",3.25547570157426,"question",57
"7299","Mother","and",3.2582135523614,"declarative",123
"7300","Mother","and",3.2582135523614,"imperative",1
"7301","Mother","and",3.2582135523614,"other",38
"7302","Mother","and",3.2582135523614,"question",46
"7303","Mother","and",3.26095140314853,"declarative",133
"7304","Mother","and",3.26095140314853,"other",25
"7305","Mother","and",3.26095140314853,"question",32
"7306","Mother","and",3.26368925393566,"declarative",30
"7307","Mother","and",3.26368925393566,"imperative",1
"7308","Mother","and",3.26368925393566,"other",3
"7309","Mother","and",3.26368925393566,"question",9
"7310","Mother","and",3.26642710472279,"declarative",166
"7311","Mother","and",3.26642710472279,"other",19
"7312","Mother","and",3.26642710472279,"question",75
"7313","Mother","and",3.26916495550992,"declarative",39
"7314","Mother","and",3.26916495550992,"other",11
"7315","Mother","and",3.26916495550992,"question",29
"7316","Mother","and",3.27190280629706,"declarative",38
"7317","Mother","and",3.27190280629706,"other",2
"7318","Mother","and",3.27190280629706,"question",37
"7319","Mother","and",3.27464065708419,"declarative",38
"7320","Mother","and",3.27464065708419,"question",17
"7321","Mother","and",3.27737850787132,"declarative",26
"7322","Mother","and",3.27737850787132,"other",1
"7323","Mother","and",3.27737850787132,"question",2
"7324","Mother","and",3.28011635865845,"declarative",18
"7325","Mother","and",3.28011635865845,"question",9
"7326","Mother","and",3.28559206023272,"declarative",37
"7327","Mother","and",3.28559206023272,"other",2
"7328","Mother","and",3.28559206023272,"question",5
"7329","Mother","and",3.28832991101985,"declarative",18
"7330","Mother","and",3.28832991101985,"question",13
"7331","Mother","and",3.29106776180698,"declarative",41
"7332","Mother","and",3.29106776180698,"other",2
"7333","Mother","and",3.29106776180698,"question",6
"7334","Mother","and",3.29380561259411,"declarative",84
"7335","Mother","and",3.29380561259411,"imperative",1
"7336","Mother","and",3.29380561259411,"other",18
"7337","Mother","and",3.29380561259411,"question",9
"7338","Mother","and",3.29928131416838,"declarative",19
"7339","Mother","and",3.29928131416838,"question",4
"7340","Mother","and",3.30201916495551,"declarative",5
"7341","Mother","and",3.30201916495551,"question",2
"7342","Mother","and",3.30475701574264,"declarative",5
"7343","Mother","and",3.30749486652977,"declarative",36
"7344","Mother","and",3.30749486652977,"other",1
"7345","Mother","and",3.30749486652977,"question",54
"7346","Mother","and",3.31023271731691,"declarative",39
"7347","Mother","and",3.31023271731691,"imperative",1
"7348","Mother","and",3.31023271731691,"other",2
"7349","Mother","and",3.31023271731691,"question",4
"7350","Mother","and",3.31297056810404,"declarative",76
"7351","Mother","and",3.31297056810404,"other",12
"7352","Mother","and",3.31297056810404,"question",52
"7353","Mother","and",3.31570841889117,"declarative",1
"7354","Mother","and",3.31570841889117,"question",3
"7355","Mother","and",3.3184462696783,"declarative",222
"7356","Mother","and",3.3184462696783,"imperative",1
"7357","Mother","and",3.3184462696783,"other",40
"7358","Mother","and",3.3184462696783,"question",22
"7359","Mother","and",3.32118412046543,"declarative",9
"7360","Mother","and",3.32118412046543,"question",1
"7361","Mother","and",3.32392197125257,"declarative",34
"7362","Mother","and",3.32392197125257,"other",9
"7363","Mother","and",3.32392197125257,"question",8
"7364","Mother","and",3.3266598220397,"declarative",18
"7365","Mother","and",3.3266598220397,"other",4
"7366","Mother","and",3.3266598220397,"question",7
"7367","Mother","and",3.32939767282683,"declarative",6
"7368","Mother","and",3.32939767282683,"other",1
"7369","Mother","and",3.32939767282683,"question",8
"7370","Mother","and",3.33333333333333,"declarative",164
"7371","Mother","and",3.33333333333333,"imperative",1
"7372","Mother","and",3.33333333333333,"other",11
"7373","Mother","and",3.33333333333333,"question",45
"7374","Mother","and",3.33607118412047,"declarative",114
"7375","Mother","and",3.33607118412047,"imperative",1
"7376","Mother","and",3.33607118412047,"other",15
"7377","Mother","and",3.33607118412047,"question",42
"7378","Mother","and",3.3388090349076,"declarative",119
"7379","Mother","and",3.3388090349076,"other",21
"7380","Mother","and",3.3388090349076,"question",30
"7381","Mother","and",3.34154688569473,"declarative",69
"7382","Mother","and",3.34154688569473,"other",5
"7383","Mother","and",3.34154688569473,"question",40
"7384","Mother","and",3.34428473648186,"declarative",26
"7385","Mother","and",3.34428473648186,"other",1
"7386","Mother","and",3.34428473648186,"question",24
"7387","Mother","and",3.34976043805613,"declarative",2
"7388","Mother","and",3.34976043805613,"question",3
"7389","Mother","and",3.35249828884326,"declarative",9
"7390","Mother","and",3.35249828884326,"imperative",1
"7391","Mother","and",3.35249828884326,"question",20
"7392","Mother","and",3.35523613963039,"declarative",11
"7393","Mother","and",3.35523613963039,"other",2
"7394","Mother","and",3.35523613963039,"question",1
"7395","Mother","and",3.35797399041752,"declarative",54
"7396","Mother","and",3.35797399041752,"other",4
"7397","Mother","and",3.35797399041752,"question",7
"7398","Mother","and",3.36071184120465,"declarative",123
"7399","Mother","and",3.36071184120465,"other",18
"7400","Mother","and",3.36071184120465,"question",18
"7401","Mother","and",3.36618754277892,"declarative",10
"7402","Mother","and",3.36618754277892,"question",9
"7403","Mother","and",3.36892539356605,"declarative",2
"7404","Mother","and",3.36892539356605,"question",2
"7405","Mother","and",3.37713894592745,"declarative",25
"7406","Mother","and",3.37713894592745,"other",4
"7407","Mother","and",3.37713894592745,"question",5
"7408","Mother","and",3.37987679671458,"declarative",32
"7409","Mother","and",3.37987679671458,"other",2
"7410","Mother","and",3.37987679671458,"question",3
"7411","Mother","and",3.38261464750171,"declarative",22
"7412","Mother","and",3.38261464750171,"imperative",1
"7413","Mother","and",3.38261464750171,"other",2
