"","speaker_role","word","target_child_age_years","speech_act","count","total","rel_freq","ppt"
"86","Father","and",1.51916495550992,"question",8,472,0.0169491525423729,16.9491525423729
"87","Father","and",1.52190280629706,"declarative",1,8,0.125,125
"88","Father","and",1.52464065708419,"declarative",15,1121,0.0133809099018733,13.3809099018733
"89","Father","and",1.52464065708419,"other",4,53,0.0754716981132075,75.4716981132075
"90","Father","and",1.52464065708419,"question",4,348,0.0114942528735632,11.4942528735632
"91","Father","and",1.53011635865845,"declarative",1,14,0.0714285714285714,71.4285714285714
"92","Father","and",1.53832991101985,"declarative",53,2750,0.0192727272727273,19.2727272727273
"93","Father","and",1.53832991101985,"other",4,71,0.0563380281690141,56.3380281690141
"94","Father","and",1.53832991101985,"question",16,716,0.0223463687150838,22.3463687150838
"95","Father","and",1.54106776180698,"declarative",3,124,0.0241935483870968,24.1935483870968
"96","Father","and",1.54106776180698,"question",1,10,0.1,100
"97","Father","and",1.54380561259411,"declarative",7,811,0.00863131935881628,8.63131935881628
"98","Father","and",1.54380561259411,"other",2,51,0.0392156862745098,39.2156862745098
"99","Father","and",1.54380561259411,"question",2,436,0.00458715596330275,4.58715596330275
"100","Father","and",1.55201916495551,"declarative",1,146,0.00684931506849315,6.84931506849315
"101","Father","and",1.55201916495551,"question",1,64,0.015625,15.625
"102","Father","and",1.55475701574264,"declarative",8,373,0.0214477211796247,21.4477211796247
"103","Father","and",1.55475701574264,"imperative",2,30,0.0666666666666667,66.6666666666667
"104","Father","and",1.55475701574264,"other",1,43,0.0232558139534884,23.2558139534884
"105","Father","and",1.55475701574264,"question",2,126,0.0158730158730159,15.8730158730159
