"","speaker_role","word","target_child_age_years","count","total","rel_freq","ppt"
"5577","Mother","other",4.76368925393566,7796,8028,0.971101145989038,971.101145989038
"5578","Mother","other",4.76642710472279,6221,6395,0.972791243158718,972.791243158718
"5579","Mother","other",4.76916495550992,13663,14038,0.973286792990455,973.286792990455
"5580","Mother","other",4.77464065708419,4733,4836,0.978701406120761,978.701406120761
"5581","Mother","other",4.78011635865845,907,938,0.966950959488273,966.950959488273
"5582","Mother","other",4.78285420944558,3856,3927,0.98192004074357,981.92004074357
"5583","Mother","other",4.78559206023272,405,411,0.985401459854015,985.401459854015
"5584","Mother","other",4.78832991101985,2433,2491,0.97671617824167,976.71617824167
"5585","Mother","other",4.79106776180698,2134,2174,0.981600735970561,981.600735970561
"5586","Mother","other",4.79380561259411,1822,1875,0.971733333333333,971.733333333333
"5587","Mother","other",4.79928131416838,1164,1184,0.983108108108108,983.108108108108
"5588","Mother","other",4.80201916495551,741,747,0.991967871485944,991.967871485944
"5589","Mother","other",4.80475701574264,263,272,0.966911764705882,966.911764705882
"5590","Mother","other",4.80749486652977,3289,3368,0.976543942992874,976.543942992874
"5591","Mother","other",4.81023271731691,2548,2603,0.978870533999232,978.870533999232
"5592","Mother","other",4.81297056810404,2078,2158,0.962928637627433,962.928637627433
"5593","Mother","other",4.81570841889117,202,203,0.995073891625616,995.073891625616
"5594","Mother","other",4.82118412046543,134,134,1,1000
"5595","Mother","other",4.82392197125257,647,657,0.984779299847793,984.779299847793
"5596","Mother","other",4.83213552361396,2736,2797,0.978190918841616,978.190918841616
"5597","Mother","other",4.83333333333333,4260,4338,0.982019363762102,982.019363762102
