"","speaker_role","word","target_child_age_years","count","total","rel_freq","ppt"
"2923","Mother","and",3.63261464750171,12,856,0.014018691588785,14.018691588785
"2924","Mother","and",3.63809034907598,41,2923,0.0140266849127609,14.0266849127609
"2925","Mother","and",3.64356605065024,58,3361,0.0172567688188039,17.2567688188039
"2926","Mother","and",3.64630390143737,91,4747,0.0191700021065936,19.1700021065936
"2927","Mother","and",3.6490417522245,43,901,0.0477247502774695,47.7247502774695
"2928","Mother","and",3.65177960301164,76,4214,0.0180351210251542,18.0351210251542
"2929","Mother","and",3.65451745379877,4,205,0.0195121951219512,19.5121951219512
"2930","Mother","and",3.6572553045859,69,3710,0.0185983827493261,18.5983827493261
"2931","Mother","and",3.65999315537303,27,1511,0.0178689609530112,17.8689609530112
"2932","Mother","and",3.6654688569473,26,1730,0.015028901734104,15.028901734104
"2933","Mother","and",3.66666666666667,45,1875,0.024,24
"2934","Mother","and",3.6694045174538,214,10981,0.0194882069028322,19.4882069028322
"2935","Mother","and",3.67214236824093,38,1893,0.0200739566825145,20.0739566825145
"2936","Mother","and",3.67488021902806,13,1296,0.0100308641975309,10.0308641975309
"2937","Mother","and",3.6776180698152,116,6473,0.0179205932334312,17.9205932334312
"2938","Mother","and",3.68035592060233,154,7316,0.0210497539639147,21.0497539639147
"2939","Mother","and",3.68309377138946,26,1238,0.0210016155088853,21.0016155088853
"2940","Mother","and",3.68856947296372,9,758,0.0118733509234828,11.8733509234828
"2941","Mother","and",3.69404517453799,27,1856,0.0145474137931034,14.5474137931034
"2942","Mother","and",3.69678302532512,34,998,0.0340681362725451,34.0681362725451
"2943","Mother","and",3.69952087611225,9,1628,0.00552825552825553,5.52825552825553
"2944","Mother","and",3.70499657768652,142,5504,0.0257994186046512,25.7994186046512
"2945","Mother","and",3.71047227926078,13,839,0.0154946364719905,15.4946364719905
"2946","Mother","and",3.71594798083504,65,2209,0.0294250792213671,29.4250792213671
"2947","Mother","and",3.71868583162218,43,2100,0.0204761904761905,20.4761904761905
"2948","Mother","and",3.72142368240931,13,1364,0.00953079178885631,9.53079178885631
"2949","Mother","and",3.72416153319644,71,4847,0.0146482360222818,14.6482360222818
"2950","Mother","and",3.72689938398357,64,2557,0.0250293312475557,25.0293312475557
"2951","Mother","and",3.7296372347707,203,9834,0.020642668293675,20.642668293675
"2952","Mother","and",3.73511293634497,112,3003,0.0372960372960373,37.2960372960373
"2953","Mother","and",3.7378507871321,122,5990,0.0203672787979967,20.3672787979967
"2954","Mother","and",3.74058863791923,114,3342,0.0341113105924596,34.1113105924596
"2955","Mother","and",3.74332648870637,65,3138,0.0207138304652645,20.7138304652645
"2956","Mother","and",3.75,24,2611,0.00919188050555343,9.19188050555343
"2957","Mother","and",3.75273785078713,183,6191,0.0295590373122274,29.5590373122274
"2958","Mother","and",3.75547570157426,192,7318,0.0262366766876196,26.2366766876196
"2959","Mother","and",3.7582135523614,261,9715,0.026865671641791,26.865671641791
"2960","Mother","and",3.76095140314853,323,9718,0.0332372916237909,33.2372916237909
"2961","Mother","and",3.76368925393566,125,5626,0.0222182723071454,22.2182723071454
"2962","Mother","and",3.77464065708419,39,1325,0.0294339622641509,29.4339622641509
"2963","Mother","and",3.77737850787132,240,9709,0.0247193325780204,24.7193325780204
"2964","Mother","and",3.78011635865845,26,783,0.033205619412516,33.205619412516
"2965","Mother","and",3.78285420944559,3,97,0.0309278350515464,30.9278350515464
"2966","Mother","and",3.78832991101985,60,3304,0.0181598062953995,18.1598062953995
"2967","Mother","and",3.79106776180698,43,2807,0.0153188457427859,15.3188457427859
"2968","Mother","and",3.79380561259411,46,4696,0.00979557069846678,9.79557069846678
"2969","Mother","and",3.79654346338125,36,1938,0.0185758513931889,18.5758513931889
"2970","Mother","and",3.79928131416838,3,333,0.00900900900900901,9.00900900900901
"2971","Mother","and",3.81023271731691,68,2830,0.0240282685512367,24.0282685512367
"2972","Mother","and",3.81570841889117,51,3625,0.0140689655172414,14.0689655172414
"2973","Mother","and",3.8184462696783,43,4397,0.00977939504207414,9.77939504207414
"2974","Mother","and",3.82118412046543,43,2603,0.0165194006915098,16.5194006915098
"2975","Mother","and",3.82392197125257,305,13178,0.0231446349977235,23.1446349977235
"2976","Mother","and",3.8266598220397,112,5422,0.0206565842862412,20.6565842862412
"2977","Mother","and",3.82939767282683,34,2237,0.0151989271345552,15.1989271345552
"2978","Mother","and",3.83213552361396,119,7297,0.016308071810333,16.308071810333
"2979","Mother","and",3.83333333333333,43,2996,0.0143524699599466,14.3524699599466
"2980","Mother","and",3.83607118412047,92,6407,0.014359294521617,14.359294521617
"2981","Mother","and",3.8388090349076,419,9750,0.042974358974359,42.974358974359
"2982","Mother","and",3.84154688569473,115,6338,0.0181445250867782,18.1445250867782
"2983","Mother","and",3.84428473648186,45,1458,0.0308641975308642,30.8641975308642
"2984","Mother","and",3.85249828884326,39,2598,0.0150115473441109,15.0115473441109
"2985","Mother","and",3.85797399041752,35,1470,0.0238095238095238,23.8095238095238
"2986","Mother","and",3.86071184120465,160,7183,0.0222748155366838,22.2748155366838
"2987","Mother","and",3.87166324435318,102,4988,0.0204490777866881,20.4490777866881
"2988","Mother","and",3.87440109514031,17,2750,0.00618181818181818,6.18181818181818
"2989","Mother","and",3.87713894592745,148,8123,0.01821986950634,18.21986950634
"2990","Mother","and",3.88261464750171,32,1903,0.0168155543878087,16.8155543878087
"2991","Mother","and",3.88535249828884,61,4247,0.0143630798210502,14.3630798210502
"2992","Mother","and",3.89082819986311,81,4315,0.0187717265353418,18.7717265353418
"2993","Mother","and",3.89356605065024,228,4321,0.0527655635269614,52.7655635269614
"2994","Mother","and",3.8990417522245,46,2311,0.0199048031155344,19.9048031155344
"2995","Mother","and",3.90177960301164,108,5273,0.020481699222454,20.481699222454
"2996","Mother","and",3.90451745379877,150,4132,0.0363020329138432,36.3020329138432
"2997","Mother","and",3.9072553045859,1,80,0.0125,12.5
"2998","Mother","and",3.91273100616016,37,2479,0.0149253731343284,14.9253731343284
"2999","Mother","and",3.9154688569473,35,2044,0.0171232876712329,17.1232876712329
"3000","Mother","and",3.91666666666667,210,4420,0.0475113122171946,47.5113122171946
"3001","Mother","and",3.9194045174538,44,2264,0.019434628975265,19.434628975265
"3002","Mother","and",3.92214236824093,266,8225,0.0323404255319149,32.3404255319149
"3003","Mother","and",3.92488021902806,113,6681,0.0169136356832809,16.9136356832809
"3004","Mother","and",3.93035592060233,264,9636,0.0273972602739726,27.3972602739726
"3005","Mother","and",3.93309377138946,59,3275,0.0180152671755725,18.0152671755725
"3006","Mother","and",3.94130732375086,33,1666,0.0198079231692677,19.8079231692677
"3007","Mother","and",3.94404517453799,52,1469,0.0353982300884956,35.3982300884956
"3008","Mother","and",3.94678302532512,146,3268,0.0446756425948592,44.6756425948592
"3009","Mother","and",3.94952087611225,49,2614,0.0187452180566182,18.7452180566182
"3010","Mother","and",3.95499657768652,7,1428,0.00490196078431373,4.90196078431373
"3011","Mother","and",3.96047227926078,64,1808,0.0353982300884956,35.3982300884956
"3012","Mother","and",3.96321013004791,43,1915,0.0224543080939948,22.4543080939948
"3013","Mother","and",3.97416153319644,95,4127,0.0230191422340683,23.0191422340683
"3014","Mother","and",3.97689938398357,85,3436,0.0247380675203725,24.7380675203725
"3015","Mother","and",3.98237508555784,87,3078,0.0282651072124756,28.2651072124756
"3016","Mother","and",3.98511293634497,21,1981,0.0106007067137809,10.6007067137809
"3017","Mother","and",3.99058863791923,70,3725,0.0187919463087248,18.7919463087248
"3018","Mother","and",3.99332648870637,2,350,0.00571428571428571,5.71428571428571
"3019","Mother","and",3.9960643394935,29,2698,0.0107487027427724,10.7487027427724
"3020","Mother","and",4,133,7644,0.0173992673992674,17.3992673992674
"3021","Mother","and",4.00547570157426,210,8832,0.0237771739130435,23.7771739130435
"3022","Mother","and",4.0082135523614,32,2154,0.0148560817084494,14.8560817084494
"3023","Mother","and",4.01095140314853,24,1676,0.0143198090692124,14.3198090692124
"3024","Mother","and",4.01368925393566,28,1471,0.0190346702923182,19.0346702923182
"3025","Mother","and",4.01916495550992,369,14070,0.026226012793177,26.226012793177
"3026","Mother","and",4.02190280629706,60,2130,0.028169014084507,28.169014084507
"3027","Mother","and",4.02464065708419,223,9503,0.0234662738082711,23.4662738082711
"3028","Mother","and",4.02737850787132,244,7004,0.0348372358652199,34.8372358652199
"3029","Mother","and",4.03011635865845,47,1256,0.0374203821656051,37.4203821656051
"3030","Mother","and",4.03285420944558,8,381,0.020997375328084,20.997375328084
"3031","Mother","and",4.03832991101985,99,5974,0.0165718111817877,16.5718111817877
"3032","Mother","and",4.04106776180698,5,654,0.00764525993883792,7.64525993883792
"3033","Mother","and",4.04380561259411,2,195,0.0102564102564103,10.2564102564103
"3034","Mother","and",4.04654346338125,88,5370,0.0163873370577281,16.3873370577281
"3035","Mother","and",4.05201916495551,85,4321,0.0196713723675075,19.6713723675075
"3036","Mother","and",4.05475701574264,59,2083,0.028324531925108,28.324531925108
"3037","Mother","and",4.06023271731691,27,1629,0.0165745856353591,16.5745856353591
"3038","Mother","and",4.06570841889117,80,4139,0.0193283401787871,19.3283401787871
"3039","Mother","and",4.0684462696783,35,1294,0.027047913446677,27.047913446677
"3040","Mother","and",4.0766598220397,7,555,0.0126126126126126,12.6126126126126
"3041","Mother","and",4.07939767282683,175,7562,0.023142025919069,23.142025919069
"3042","Mother","and",4.08213552361396,13,754,0.0172413793103448,17.2413793103448
"3043","Mother","and",4.08333333333333,22,757,0.0290620871862616,29.0620871862616
"3044","Mother","and",4.08607118412047,175,8979,0.0194899209266065,19.4899209266065
"3045","Mother","and",4.0888090349076,143,7787,0.0183639398998331,18.3639398998331
"3046","Mother","and",4.09154688569473,102,5586,0.0182599355531686,18.2599355531686
"3047","Mother","and",4.09428473648186,1,130,0.00769230769230769,7.69230769230769
"3048","Mother","and",4.09702258726899,120,5950,0.0201680672268908,20.1680672268908
"3049","Mother","and",4.09976043805613,84,5888,0.0142663043478261,14.2663043478261
"3050","Mother","and",4.10523613963039,36,2045,0.0176039119804401,17.6039119804401
"3051","Mother","and",4.10797399041752,36,1906,0.018887722980063,18.887722980063
"3052","Mother","and",4.11344969199179,63,2602,0.0242121445042275,24.2121445042275
"3053","Mother","and",4.11618754277892,42,1836,0.0228758169934641,22.875816993464
"3054","Mother","and",4.12440109514031,19,2480,0.00766129032258064,7.66129032258065
"3055","Mother","and",4.13261464750171,130,5554,0.0234065538350738,23.4065538350738
"3056","Mother","and",4.13535249828884,29,2280,0.012719298245614,12.719298245614
"3057","Mother","and",4.13809034907598,1,114,0.0087719298245614,8.7719298245614
"3058","Mother","and",4.14082819986311,314,6549,0.0479462513360818,47.9462513360818
"3059","Mother","and",4.14630390143737,100,4994,0.0200240288346015,20.0240288346015
"3060","Mother","and",4.15999315537303,35,1289,0.0271528316524438,27.1528316524438
"3061","Mother","and",4.16273100616016,53,1933,0.0274185204345577,27.4185204345577
"3062","Mother","and",4.16666666666667,6,505,0.0118811881188119,11.8811881188119
"3063","Mother","and",4.1694045174538,189,10676,0.0177032596478082,17.7032596478082
"3064","Mother","and",4.17214236824093,149,8475,0.0175811209439528,17.5811209439528
"3065","Mother","and",4.17488021902806,257,11266,0.0228120007101012,22.8120007101012
"3066","Mother","and",4.1776180698152,51,2400,0.02125,21.25
"3067","Mother","and",4.18856947296372,183,6526,0.0280416794361017,28.0416794361017
"3068","Mother","and",4.19130732375086,55,4161,0.0132179764479692,13.2179764479692
"3069","Mother","and",4.19404517453799,18,797,0.0225846925972397,22.5846925972396
"3070","Mother","and",4.19678302532512,15,1052,0.0142585551330798,14.2585551330798
"3071","Mother","and",4.20225872689938,94,6322,0.0148687124327744,14.8687124327744
"3072","Mother","and",4.20499657768652,13,335,0.0388059701492537,38.8059701492537
"3073","Mother","and",4.20773442847365,20,1603,0.0124766063630692,12.4766063630692
"3074","Mother","and",4.21047227926078,14,1365,0.0102564102564103,10.2564102564103
"3075","Mother","and",4.21321013004791,64,5204,0.0122982321291314,12.2982321291314
"3076","Mother","and",4.22142368240931,12,328,0.0365853658536585,36.5853658536585
"3077","Mother","and",4.22963723477071,45,2215,0.0203160270880361,20.3160270880361
"3078","Mother","and",4.23237508555784,2,175,0.0114285714285714,11.4285714285714
"3079","Mother","and",4.23511293634497,56,1626,0.034440344403444,34.440344403444
"3080","Mother","and",4.24332648870637,8,640,0.0125,12.5
"3081","Mother","and",4.2460643394935,4,249,0.0160642570281124,16.0642570281124
"3082","Mother","and",4.24880219028063,9,876,0.0102739726027397,10.2739726027397
"3083","Mother","and",4.25,101,4997,0.0202121272763658,20.2121272763658
"3084","Mother","and",4.25273785078713,56,3185,0.0175824175824176,17.5824175824176
"3085","Mother","and",4.25547570157426,205,7551,0.027148722023573,27.148722023573
"3086","Mother","and",4.2582135523614,63,1863,0.0338164251207729,33.8164251207729
"3087","Mother","and",4.26368925393566,156,7981,0.0195464227540408,19.5464227540408
"3088","Mother","and",4.26642710472279,143,6548,0.0218387293830177,21.8387293830177
"3089","Mother","and",4.26916495550992,29,2135,0.0135831381733021,13.5831381733021
"3090","Mother","and",4.27464065708419,53,3902,0.013582778062532,13.582778062532
"3091","Mother","and",4.28011635865845,36,2359,0.0152607036880034,15.2607036880034
"3092","Mother","and",4.28285420944558,105,4349,0.0241434812600598,24.1434812600598
"3093","Mother","and",4.28559206023272,178,8221,0.0216518671694441,21.6518671694441
"3094","Mother","and",4.28832991101985,95,6238,0.0152292401410709,15.2292401410709
"3095","Mother","and",4.29380561259411,7,264,0.0265151515151515,26.5151515151515
"3096","Mother","and",4.29654346338125,152,4306,0.0352995819786345,35.2995819786345
"3097","Mother","and",4.30749486652977,2,273,0.00732600732600733,7.32600732600733
"3098","Mother","and",4.32118412046543,2,348,0.00574712643678161,5.74712643678161
"3099","Mother","and",4.33333333333333,60,2622,0.022883295194508,22.883295194508
"3100","Mother","and",4.33607118412047,32,2506,0.0127693535514765,12.7693535514765
"3101","Mother","and",4.34154688569473,66,5299,0.0124551802226835,12.4551802226835
"3102","Mother","and",4.34428473648186,135,5959,0.0226548078536667,22.6548078536667
"3103","Mother","and",4.34702258726899,110,6470,0.0170015455950541,17.0015455950541
"3104","Mother","and",4.34976043805613,167,6648,0.0251203369434416,25.1203369434416
"3105","Mother","and",4.36344969199179,1,301,0.00332225913621262,3.32225913621262
"3106","Mother","and",4.36892539356605,4,311,0.0128617363344051,12.8617363344051
"3107","Mother","and",4.37166324435318,71,4238,0.0167531854648419,16.7531854648419
"3108","Mother","and",4.37440109514031,145,4455,0.0325476992143659,32.5476992143659
"3109","Mother","and",4.37713894592745,14,1664,0.00841346153846154,8.41346153846154
"3110","Mother","and",4.38261464750171,7,601,0.0116472545757072,11.6472545757072
"3111","Mother","and",4.38535249828884,40,1001,0.03996003996004,39.96003996004
"3112","Mother","and",4.39082819986311,1,135,0.00740740740740741,7.40740740740741
"3113","Mother","and",4.40177960301164,6,578,0.0103806228373702,10.3806228373702
"3114","Mother","and",4.40451745379877,45,3803,0.0118327636076781,11.8327636076781
"3115","Mother","and",4.41273100616016,42,2564,0.016380655226209,16.3806552262091
"3116","Mother","and",4.41666666666667,16,767,0.0208604954367666,20.8604954367666
"3117","Mother","and",4.4194045174538,40,3090,0.0129449838187702,12.9449838187702
"3118","Mother","and",4.42488021902806,157,6778,0.0231631749778696,23.1631749778696
"3119","Mother","and",4.4276180698152,293,10084,0.029055930186434,29.055930186434
"3120","Mother","and",4.43035592060233,168,6712,0.0250297973778308,25.0297973778308
"3121","Mother","and",4.43583162217659,128,6068,0.021094264996704,21.094264996704
"3122","Mother","and",4.43856947296372,17,1178,0.0144312393887946,14.4312393887946
"3123","Mother","and",4.44130732375086,159,9654,0.0164698570540709,16.4698570540709
"3124","Mother","and",4.44404517453799,153,5713,0.0267810257307894,26.7810257307894
"3125","Mother","and",4.44678302532512,6,956,0.00627615062761506,6.27615062761506
"3126","Mother","and",4.45225872689938,30,1351,0.0222057735011103,22.2057735011103
"3127","Mother","and",4.45499657768652,4,657,0.0060882800608828,6.0882800608828
"3128","Mother","and",4.47142368240931,2,126,0.0158730158730159,15.8730158730159
"3129","Mother","and",4.47689938398357,203,5976,0.0339692101740295,33.9692101740294
"3130","Mother","and",4.47963723477071,33,1918,0.0172054223149114,17.2054223149114
"3131","Mother","and",4.4960643394935,7,764,0.00916230366492147,9.16230366492147
"3132","Mother","and",4.5,145,7996,0.0181340670335168,18.1340670335168
"3133","Mother","and",4.50273785078713,135,6894,0.0195822454308094,19.5822454308094
"3134","Mother","and",4.50547570157426,84,4973,0.0168912125477579,16.8912125477579
"3135","Mother","and",4.5082135523614,170,6671,0.0254834357667516,25.4834357667516
"3136","Mother","and",4.51095140314853,343,12294,0.0278997885147226,27.8997885147226
"3137","Mother","and",4.51368925393566,51,3148,0.0162007623888183,16.2007623888183
"3138","Mother","and",4.51642710472279,106,2530,0.041897233201581,41.897233201581
"3139","Mother","and",4.52737850787132,67,3272,0.0204767726161369,20.4767726161369
"3140","Mother","and",4.53011635865845,43,1640,0.026219512195122,26.219512195122
"3141","Mother","and",4.54654346338125,15,510,0.0294117647058824,29.4117647058824
"3142","Mother","and",4.55201916495551,64,3219,0.0198819509164337,19.8819509164337
"3143","Mother","and",4.56570841889117,23,2445,0.00940695296523517,9.40695296523517
"3144","Mother","and",4.57118412046543,26,1229,0.0211554109031733,21.1554109031733
"3145","Mother","and",4.57392197125257,5,751,0.0066577896138482,6.6577896138482
"3146","Mother","and",4.5766598220397,30,2124,0.0141242937853107,14.1242937853107
"3147","Mother","and",4.57939767282683,15,886,0.0169300225733634,16.9300225733634
"3148","Mother","and",4.58333333333333,8,1186,0.00674536256323777,6.74536256323777
"3149","Mother","and",4.58607118412047,281,12017,0.0233835399850212,23.3835399850212
"3150","Mother","and",4.5888090349076,24,1604,0.0149625935162095,14.9625935162095
"3151","Mother","and",4.59428473648186,38,2541,0.0149547422274695,14.9547422274695
"3152","Mother","and",4.59702258726899,4,280,0.0142857142857143,14.2857142857143
"3153","Mother","and",4.59976043805613,126,4175,0.0301796407185629,30.1796407185629
"3154","Mother","and",4.60797399041752,196,6802,0.028815054395766,28.815054395766
"3155","Mother","and",4.61071184120465,142,6077,0.0233667928254073,23.3667928254073
"3156","Mother","and",4.61344969199179,71,3879,0.0183036865171436,18.3036865171436
"3157","Mother","and",4.61618754277892,22,1176,0.0187074829931973,18.7074829931973
"3158","Mother","and",4.62166324435318,14,892,0.015695067264574,15.695067264574
"3159","Mother","and",4.62987679671458,88,4172,0.0210930009587728,21.0930009587728
"3160","Mother","and",4.63261464750171,46,2684,0.0171385991058122,17.1385991058122
"3161","Mother","and",4.6490417522245,27,1317,0.020501138952164,20.501138952164
"3162","Mother","and",4.65177960301164,4,378,0.0105820105820106,10.5820105820106
"3163","Mother","and",4.65451745379877,78,3013,0.0258878194490541,25.8878194490541
"3164","Mother","and",4.66273100616016,35,2302,0.0152041702867072,15.2041702867072
"3165","Mother","and",4.66666666666667,130,6993,0.0185900185900186,18.5900185900186
"3166","Mother","and",4.6694045174538,130,5837,0.022271714922049,22.271714922049
"3167","Mother","and",4.67488021902806,121,6472,0.0186959208899876,18.6959208899876
"3168","Mother","and",4.6776180698152,50,2863,0.0174641983932937,17.4641983932937
"3169","Mother","and",4.68309377138946,101,5123,0.0197150107358969,19.7150107358969
"3170","Mother","and",4.68583162217659,5,653,0.00765696784073507,7.65696784073507
"3171","Mother","and",4.68856947296372,45,2300,0.0195652173913043,19.5652173913043
"3172","Mother","and",4.69130732375086,132,6923,0.0190668785208725,19.0668785208725
"3173","Mother","and",4.69404517453799,78,3961,0.019691996970462,19.691996970462
"3174","Mother","and",4.70225872689938,18,840,0.0214285714285714,21.4285714285714
"3175","Mother","and",4.70499657768652,48,2510,0.0191235059760956,19.1235059760956
"3176","Mother","and",4.72142368240931,6,1085,0.00552995391705069,5.52995391705069
"3177","Mother","and",4.72416153319644,56,2918,0.0191912268677176,19.1912268677176
"3178","Mother","and",4.74058863791923,4,263,0.0152091254752852,15.2091254752852
"3179","Mother","and",4.7460643394935,65,3730,0.017426273458445,17.426273458445
"3180","Mother","and",4.75,3479,186770,0.0186271885206404,18.6271885206404
"3181","Mother","and",4.75273785078713,2,291,0.00687285223367698,6.87285223367698
"3182","Mother","and",4.75547570157426,14,1084,0.0129151291512915,12.9151291512915
"3183","Mother","and",4.7582135523614,63,2757,0.0228509249183896,22.8509249183896
"3184","Mother","and",4.76095140314853,94,5711,0.0164594641919103,16.4594641919103
"3185","Mother","and",4.76368925393566,216,8028,0.0269058295964126,26.9058295964126
"3186","Mother","and",4.76642710472279,144,6395,0.0225175918686474,22.5175918686474
"3187","Mother","and",4.76916495550992,340,14038,0.0242199743553213,24.2199743553213
"3188","Mother","and",4.77464065708419,90,4836,0.0186104218362283,18.6104218362283
"3189","Mother","and",4.78011635865845,30,938,0.0319829424307036,31.9829424307036
"3190","Mother","and",4.78285420944558,61,3927,0.0155334861217214,15.5334861217214
"3191","Mother","and",4.78559206023272,6,411,0.0145985401459854,14.5985401459854
"3192","Mother","and",4.78832991101985,56,2491,0.0224809313528703,22.4809313528703
"3193","Mother","and",4.79106776180698,38,2174,0.0174793008279669,17.4793008279669
"3194","Mother","and",4.79380561259411,45,1875,0.024,24
"3195","Mother","and",4.79928131416838,17,1184,0.0143581081081081,14.3581081081081
"3196","Mother","and",4.80201916495551,6,747,0.00803212851405622,8.03212851405622
"3197","Mother","and",4.80475701574264,9,272,0.0330882352941176,33.0882352941176
"3198","Mother","and",4.80749486652977,76,3368,0.0225653206650831,22.5653206650831
"3199","Mother","and",4.81023271731691,39,2603,0.0149827122550903,14.9827122550903
"3200","Mother","and",4.81297056810404,78,2158,0.036144578313253,36.144578313253
"3201","Mother","and",4.81570841889117,1,203,0.00492610837438424,4.92610837438424
"3202","Mother","and",4.82392197125257,7,657,0.0106544901065449,10.6544901065449
"3203","Mother","and",4.83213552361396,61,2797,0.021809081158384,21.809081158384
"3204","Mother","and",4.83333333333333,71,4338,0.016366989396035,16.366989396035
"3205","Mother","and",4.83607118412047,99,3165,0.0312796208530806,31.2796208530806
"3206","Mother","and",4.8388090349076,104,4385,0.0237172177879133,23.7172177879133
"3207","Mother","and",4.84154688569473,14,915,0.0153005464480874,15.3005464480874
"3208","Mother","and",4.84428473648186,121,6306,0.0191880748493498,19.1880748493498
"3209","Mother","and",4.84702258726899,136,5071,0.0268191678169986,26.8191678169986
"3210","Mother","and",4.84976043805613,205,7675,0.0267100977198697,26.7100977198697
"3211","Mother","and",4.85523613963039,12,1043,0.0115052732502397,11.5052732502397
"3212","Mother","and",4.85797399041752,1,143,0.00699300699300699,6.99300699300699
"3213","Mother","and",4.86071184120465,178,6975,0.0255197132616487,25.5197132616487
"3214","Mother","and",4.86344969199179,10,812,0.0123152709359606,12.3152709359606
"3215","Mother","and",4.87440109514031,23,1722,0.0133565621370499,13.3565621370499
"3216","Mother","and",4.88809034907598,21,878,0.0239179954441913,23.9179954441913
"3217","Mother","and",4.89082819986311,27,1014,0.0266272189349112,26.6272189349112
"3218","Mother","and",4.89356605065024,1,167,0.00598802395209581,5.98802395209581
"3219","Mother","and",4.89630390143737,2,1029,0.00194363459669582,1.94363459669582
"3220","Mother","and",4.8990417522245,94,3327,0.028253681995792,28.253681995792
"3221","Mother","and",4.9072553045859,13,944,0.013771186440678,13.771186440678
"3222","Mother","and",4.91273100616016,2,360,0.00555555555555556,5.55555555555556
"3223","Mother","and",4.91666666666667,194,6780,0.0286135693215339,28.6135693215339
"3224","Mother","and",4.9194045174538,182,8704,0.0209099264705882,20.9099264705882
"3225","Mother","and",4.92214236824093,52,2758,0.018854242204496,18.854242204496
"3226","Mother","and",4.9276180698152,9,536,0.0167910447761194,16.7910447761194
"3227","Mother","and",4.93035592060233,98,4696,0.0208688245315162,20.8688245315162
"3228","Mother","and",4.93309377138946,110,5702,0.0192914766748509,19.2914766748509
"3229","Mother","and",4.93583162217659,83,3151,0.0263408441764519,26.3408441764519
"3230","Mother","and",4.93856947296372,137,7059,0.0194078481371299,19.4078481371299
"3231","Mother","and",4.94130732375086,4,93,0.043010752688172,43.010752688172
"3232","Mother","and",4.95225872689938,25,1197,0.0208855472013367,20.8855472013367
"3233","Mother","and",4.96868583162218,27,881,0.0306469920544835,30.6469920544835
"3234","Mother","and",4.97142368240931,178,6362,0.0279786230745049,27.9786230745049
"3235","Mother","and",4.97689938398357,32,2069,0.0154664088931851,15.4664088931851
"3236","Mother","and",4.97963723477071,149,7287,0.0204473720323864,20.4473720323864
"3237","Mother","and",4.98511293634497,5,268,0.0186567164179104,18.6567164179104
"3238","Mother","and",4.9878507871321,41,1248,0.0328525641025641,32.8525641025641
"3239","Mother","and",4.99058863791923,2,80,0.025,25
"3240","Mother","and",4.99332648870637,62,3558,0.0174255199550309,17.4255199550309
"3241","Mother","and",5,85,4699,0.0180889550968291,18.0889550968291
"3242","Mother","and",5.00547570157426,21,765,0.0274509803921569,27.4509803921569
"3243","Mother","and",5.0082135523614,8,622,0.0128617363344051,12.8617363344051
"3244","Mother","and",5.01095140314853,5,241,0.020746887966805,20.746887966805
"3245","Mother","and",5.01368925393566,54,3024,0.0178571428571429,17.8571428571429
"3246","Mother","and",5.01916495550992,41,2290,0.0179039301310044,17.9039301310044
"3247","Mother","and",5.02190280629706,56,2250,0.0248888888888889,24.8888888888889
"3248","Mother","and",5.02737850787132,13,776,0.0167525773195876,16.7525773195876
"3249","Mother","and",5.03011635865845,1,209,0.00478468899521531,4.78468899521531
"3250","Mother","and",5.04380561259411,100,4812,0.0207813798836243,20.7813798836243
"3251","Mother","and",5.04654346338125,65,1915,0.0339425587467363,33.9425587467363
"3252","Mother","and",5.05201916495551,21,1313,0.015993907083016,15.993907083016
"3253","Mother","and",5.06570841889117,15,776,0.0193298969072165,19.3298969072165
"3254","Mother","and",5.0684462696783,8,738,0.010840108401084,10.840108401084
"3255","Mother","and",5.08213552361396,3,174,0.0172413793103448,17.2413793103448
"3256","Mother","and",5.0888090349076,49,1656,0.0295893719806763,29.5893719806763
"3257","Mother","and",5.09702258726899,47,2031,0.0231413096996553,23.1413096996553
"3258","Mother","and",5.09976043805613,15,1701,0.00881834215167548,8.81834215167548
"3259","Mother","and",5.11892539356605,70,3465,0.0202020202020202,20.2020202020202
"3260","Mother","and",5.12713894592745,34,1604,0.0211970074812968,21.1970074812968
"3261","Mother","and",5.16666666666667,104,5677,0.0183195349656509,18.3195349656509
"3262","Mother","and",5.18583162217659,50,1663,0.0300661455201443,30.0661455201443
"3263","Mother","and",5.18856947296372,44,2654,0.0165787490580256,16.5787490580256
"3264","Mother","and",5.19952087611225,18,1238,0.0145395799676898,14.5395799676898
"3265","Mother","and",5.20225872689938,8,710,0.0112676056338028,11.2676056338028
"3266","Mother","and",5.24058863791923,35,1673,0.0209205020920502,20.9205020920502
"3267","Mother","and",5.25,26,1270,0.0204724409448819,20.4724409448819
"3268","Mother","and",5.26642710472279,24,2326,0.0103181427343078,10.3181427343078
"3269","Mother","and",5.27464065708419,2,198,0.0101010101010101,10.1010101010101
"3270","Mother","and",5.29106776180698,6,537,0.0111731843575419,11.1731843575419
"3271","Mother","and",5.29380561259411,166,6510,0.0254992319508449,25.4992319508449
"3272","Mother","and",5.31023271731691,38,1980,0.0191919191919192,19.1919191919192
"3273","Mother","and",5.32939767282683,5,668,0.00748502994011976,7.48502994011976
"3274","Mother","and",5.34154688569473,2,40,0.05,50
"3275","Mother","and",5.35523613963039,76,2798,0.0271622587562545,27.1622587562545
"3276","Mother","and",5.36344969199179,63,3963,0.0158970476911431,15.8970476911431
"3277","Mother","and",5.37166324435318,129,5400,0.0238888888888889,23.8888888888889
